obj type,pc match method,belief history,n_points history
BusBar,chamfer,"[0.7282716631889343, 0.766122043132782, 0.8796611428260803, 0.8993384838104248, 0.930295467376709, 0.9422369599342346, 0.9675139784812927, 0.9732626080513, 0.9851764440536499, 0.990027904510498, 0.9955065250396729, 0.9955065250396729]","[4772, 6639, 12454, 13005, 16783, 17415, 20552, 22847, 28755, 45701, 52296, 52296]"
